market,lookback_label,n_runs,mean_sharpe,median_sharpe,min_sharpe,max_sharpe,n_positive_sharpe,mean_annualized_return,mean_annualized_vol,mean_max_drawdown,mean_annualized_turnover
crypto,12M,9,0.06462479393884044,0.103263448942269,-0.2724120494630568,0.2367676018034363,7,-0.028011900014130644,0.32672661968737826,-0.5002422607537063,5.577557788636732
crypto,24M,9,-0.28793233618302755,-0.2804819124060038,-0.6746972484407575,0.0073627477800553,1,-0.15375199250628915,0.359474025906332,-0.6711402798900317,5.168252203253833
crypto,6M,9,0.215894242773116,0.1826548763079401,-0.099794857907428,0.5729656241696687,7,0.010513689013499479,0.32477359014884677,-0.4760719811918078,6.252297730267378
moex,12M,9,0.7196452597515323,0.7524157648686356,0.3551185491661182,0.9818048547584036,9,0.07062582033121208,0.10031050236887225,-0.18793438362998696,3.2970036385725034
moex,24M,9,-0.029753731044393175,-0.0996309785181528,-0.4642996950048548,0.509658936299885,4,-0.007479645185410043,0.10123343126187931,-0.2479528242768058,2.8379364322005407
moex,6M,9,0.8442571287508209,0.8705376262890323,0.6283609487401361,1.0504014168608455,9,0.07917775193397729,0.1000680300317994,-0.2010031325579628,4.387481381632421
us,12M,9,0.20166768016901432,0.2331815658849474,0.0832969054058223,0.28167507850003,9,0.015448559853948477,0.09643724491288228,-0.48619668932398785,3.3352913617316124
us,24M,9,-0.19611436948639469,-0.1939227448661495,-0.2582112515321723,-0.129092874367309,0,-0.02081791330388648,0.08827301695150173,-0.6756776469206378,2.6670746705644284
us,6M,9,0.34952781710785863,0.3490490889012259,0.2294962575199619,0.489012249195197,9,0.02874729587726333,0.09298344098758976,-0.3830418530103766,4.353171998920706
