market,skip_label,n_runs,mean_sharpe,median_sharpe,min_sharpe,max_sharpe,n_positive_sharpe,mean_annualized_return,mean_annualized_vol,mean_max_drawdown,mean_annualized_turnover
crypto,0M,9,-0.023520832114727205,0.1035540906617157,-0.4396723872001249,0.2512278286980848,6,-0.0626264016527297,0.3328293579910391,-0.5432682896116906,5.521481349671792
crypto,1M,9,0.03508569164227921,0.050670908030742,-0.6746972484407575,0.5729656241696687,7,-0.04560802789224097,0.3398751144523131,-0.5419198541438184,5.750590784122846
crypto,3M,9,-0.018978158998623113,-0.0347990680951951,-0.2724120494630568,0.3111233806904218,2,-0.06301577396194964,0.3382697632992048,-0.5622663780800368,5.726035588363305
moex,0M,9,0.7064832427787248,0.8863203327616254,0.0995922618731354,1.0504014168608455,9,0.06886431403789381,0.10399522692304868,-0.20319845462724434,3.4836204293547386
moex,1M,9,0.4977766716114708,0.6950398078308477,-0.2499384569164809,0.997149473276412,7,0.045373933501765946,0.10006014687046991,-0.20820079345014916,3.4867298254120134
moex,3M,9,0.3298887430677644,0.5208062192619982,-0.4642996950048548,0.8705376262890323,6,0.02808567954011956,0.09755658986903237,-0.22549109238736204,3.5520711976387127
us,0M,9,0.1148787716957519,0.2509465814858257,-0.1982890150062798,0.2890381220697502,6,0.007642858007853411,0.09823423069149645,-0.5294360440376147,3.439317133279091
us,1M,9,0.15326084804737694,0.2331815658849474,-0.1609149826107379,0.4488132809029431,6,0.011253276411506044,0.09480910348560813,-0.5050924983925276,3.45780284304622
us,3M,9,0.08694150804734944,0.0899446215764357,-0.2582112515321723,0.489012249195197,6,0.004481808007965878,0.0846503686748692,-0.5103876468248598,3.4584180548914363
