market,first_date,last_date,n_trading_days,n_assets_total,avg_assets_per_day,min_assets_per_day,max_assets_per_day,median_lifetime_days,median_history_observations,pct_assets_under_126_obs,pct_assets_under_252_obs,n_historical_exits,n_active_near_panel_end,pct_historical_exits,median_missing_pct,pct_assets_no_gaps,q001,q999,median_ann_vol,n_extreme_returns,extreme_pct,has_volume,presence_coverage_pct,proxy_coverage_pct,proxy_ann_vol,median_investable_assets,p10_investable_assets,days_under_10_assets,days_under_20_assets
us,1979-12-31,2024-12-31,11346,10593,1975.2047086020198,0,2727,3262.0,2087.0,0.010196374622356496,0.030211480362537766,7578,3014,0.7154456193353474,0.0013366750582017577,0.4108761329305136,-0.19999999999999996,0.2602739999999997,0.5908280850121242,50526,0.0015604407184167026,False,1.0,1.0,0.18020120702082798,2346.0,976.0,2,2
