market,fold,run_id,selection_eligible,exclusion_reason,train_planned_start,train_planned_end,train_actual_common_start,train_actual_common_end,train_common_n_days,train_gross_n_days,train_gross_start,train_gross_end,train_gross_total_return,train_gross_annualized_return,train_gross_annualized_volatility,train_gross_sharpe,train_gross_sortino,train_gross_max_drawdown,train_gross_calmar,train_gross_hit_rate,train_gross_annualized_turnover,train_net_n_days,train_net_start,train_net_end,train_net_total_return,train_net_annualized_return,train_net_annualized_volatility,train_net_sharpe,train_net_sortino,train_net_max_drawdown,train_net_calmar,train_net_hit_rate,train_net_annualized_turnover,train_net_information_ratio_vs_benchmark,train_net_correlation_to_benchmark,train_net_beta_to_benchmark,train_transaction_cost_annualized_return_drag,train_rank_all,train_rank_eligible,test_planned_start,test_planned_end,test_actual_common_start,test_actual_common_end,test_common_n_days,test_gross_n_days,test_gross_start,test_gross_end,test_gross_total_return,test_gross_annualized_return,test_gross_annualized_volatility,test_gross_sharpe,test_gross_sortino,test_gross_max_drawdown,test_gross_calmar,test_gross_hit_rate,test_gross_annualized_turnover,test_net_n_days,test_net_start,test_net_end,test_net_total_return,test_net_annualized_return,test_net_annualized_volatility,test_net_sharpe,test_net_sortino,test_net_max_drawdown,test_net_calmar,test_net_hit_rate,test_net_annualized_turnover,test_net_information_ratio_vs_benchmark,test_net_correlation_to_benchmark,test_net_beta_to_benchmark,test_transaction_cost_annualized_return_drag,test_rank_all,test_rank_eligible,top_fraction_rank_cutoff,rank_change,absolute_rank_change,train_top_fraction,test_top_fraction,top_fraction_retained
crypto,crypto_f1,crypto_lb6M_sk1M_q30,True,,2018-01-01,2020-12-31,2020-05-01,2020-12-31,245,245,2020-05-01,2020-12-31,0.019277089673453318,0.028854067997030386,0.28084686561330874,0.24067690546679782,0.4050124215267423,-0.15400000561620952,0.18736407106983446,0.4775510204081633,5.143333082540482,245,2020-05-01,2020-12-31,0.015756176827453228,0.023563822753861263,0.28089069406628714,0.22232855257420087,0.37376400011657634,-0.1547585072112706,0.15226188969174279,0.47346938775510206,5.143333082540482,-3.1628721225242353,0.10465716465672809,0.05232170875051032,0.005290245243169123,11.0,11.0,2021-01-01,2021-12-31,2021-01-01,2021-12-31,365,365,2021-01-01,2021-12-31,0.5886973321349738,0.5886973321349738,0.3245148567769244,1.5884808263544912,2.3518938421126583,-0.2868007912486329,2.0526349650988975,0.5287671232876713,5.808915352338919,365,2021-01-01,2021-12-31,0.5794991306581165,0.5794991306581165,0.3245300043260471,1.570507212617912,2.325659896758477,-0.28755699161923676,2.0152496637099664,0.5287671232876713,5.808915352338919,-0.3373545944804793,0.08194937040357902,0.0327943615154055,0.009198201476857237,3.0,3.0,9,-8.0,8.0,False,True,False
crypto,crypto_f1,crypto_lb24M_sk1M_q30,True,,2018-01-01,2020-12-31,2020-05-01,2020-12-31,245,245,2020-05-01,2020-12-31,0.003913485928361826,0.005835879431725699,0.33863613934259335,0.18950527378174226,0.19192778266561145,-0.2533912359974759,0.02303110211666449,0.5551020408163265,4.4556169026112755,245,2020-05-01,2020-12-31,0.0009090039279597839,0.0013545317646246335,0.3386656585387071,0.176332367602822,0.17861709471799583,-0.25442255098653643,0.0053239453789468245,0.5551020408163265,4.4556169026112755,-2.8157552538958543,-0.07125766619318116,-0.04295150221970053,0.0044813476671010655,12.0,12.0,2021-01-01,2021-12-31,2021-01-01,2021-12-31,365,365,2021-01-01,2021-12-31,-0.1445872600199365,-0.1445872600199365,0.4099829081325109,-0.17511480249549966,-0.2103256644818028,-0.49602278576237335,-0.29149318170476757,0.5315068493150685,4.169978558035285,365,2021-01-01,2021-12-31,-0.14812497854997142,-0.14812497854997142,0.4099122752470755,-0.18531783293487128,-0.2225581265355937,-0.4973369224850327,-0.29783627929701767,0.5315068493150685,4.169978558035285,-0.9595244896741955,8.72268838027057e-05,4.408998838282749e-05,0.003537718530034928,25.0,25.0,9,13.0,13.0,False,False,False
crypto,crypto_f1,crypto_lb24M_sk3M_q30,True,,2018-01-01,2020-12-31,2020-05-01,2020-12-31,245,245,2020-05-01,2020-12-31,-0.056107781692745884,-0.08242937360713143,0.3495616822004508,-0.06958564640401342,-0.07561713839058834,-0.3622060276788006,-0.22757593001800808,0.5551020408163265,4.165723490770787,245,2020-05-01,2020-12-31,-0.05874473772090705,-0.08624573408067149,0.3495648029453364,-0.08150190998839942,-0.08855502532105046,-0.36284890622251054,-0.23769048935146259,0.5551020408163265,4.165723490770787,-2.8562258428567477,-0.1244440759329165,-0.07742434286124343,0.003816360473540059,13.0,13.0,2021-01-01,2021-12-31,2021-01-01,2021-12-31,365,365,2021-01-01,2021-12-31,0.11411827448994716,0.11411827448994716,0.4306796275291691,0.4703513898269487,0.4990562871318186,-0.28354208587606344,0.4024738484142646,0.5671232876712329,4.169958604689863,365,2021-01-01,2021-12-31,0.10950861436654247,0.10950861436654247,0.43062691467259456,0.46072550510376575,0.48886657145450235,-0.28376151524419224,0.3859177812477648,0.5671232876712329,4.169958604689863,-0.6363281278466587,-0.05524353738651839,-0.02933467986364226,0.004609660123404691,20.0,20.0,9,7.0,7.0,False,False,False
crypto,crypto_f1,crypto_lb6M_sk0M_q10,True,,2018-01-01,2020-12-31,2020-05-01,2020-12-31,245,245,2020-05-01,2020-12-31,-0.08094428708862456,-0.11816603676992188,0.44375382745141206,-0.06522730199467544,-0.1230794382608039,-0.3715587408370489,-0.3180278749565062,0.46122448979591835,7.55911142945211,245,2020-05-01,2020-12-31,-0.08562317341564385,-0.12484596788332902,0.4438445027575177,-0.08224496668794262,-0.15506691373537643,-0.3726793340797597,-0.3349956825258517,0.46122448979591835,7.55911142945211,-2.8197302550899077,0.018471572652119257,0.014591848794020642,0.006679931113407145,14.0,14.0,2021-01-01,2021-12-31,2021-01-01,2021-12-31,365,365,2021-01-01,2021-12-31,-0.33994381931023243,-0.33994381931023243,0.5180115783859498,-0.543532022278993,-0.7813381822567672,-0.6318079293485988,-0.5380493082141569,0.5095890410958904,7.707106535929279,365,2021-01-01,2021-12-31,-0.34503145499629617,-0.34503145499629617,0.5180525319186584,-0.5583661298375742,-0.8027755524580383,-0.6328301073869214,-0.5452197216421927,0.5095890410958904,7.707106535929279,-1.1782663335545198,0.0926271380801783,0.059171250744885585,0.005087635686063741,27.0,27.0,9,13.0,13.0,False,False,False
crypto,crypto_f1,crypto_lb6M_sk0M_q20,True,,2018-01-01,2020-12-31,2020-05-01,2020-12-31,245,245,2020-05-01,2020-12-31,-0.06529018348623794,-0.09569606230786742,0.3467647498746448,-0.11785205380822412,-0.19692923212848235,-0.27085880179282795,-0.353306083001366,0.49795918367346936,5.634732578935766,245,2020-05-01,2020-12-31,-0.06882039092072545,-0.10077955832047802,0.34676824182406696,-0.13410014220261404,-0.22408046520952182,-0.27146642511023433,-0.37124133593888997,0.49795918367346936,5.634732578935766,-3.2449986792276895,0.13336857965259985,0.0823130028711752,0.0050834960126106,15.0,15.0,2021-01-01,2021-12-31,2021-01-01,2021-12-31,365,365,2021-01-01,2021-12-31,0.46614094290920605,0.46614094290920605,0.4391496364123445,1.0866728504934635,1.7145319904653389,-0.2532425989148359,1.8406893030898275,0.5315068493150685,6.788503141517956,365,2021-01-01,2021-12-31,0.45620728770869223,0.45620728770869223,0.4391890962476233,1.071118313435128,1.6908866306066312,-0.2537904018690701,1.7975750239130341,0.5315068493150685,6.788503141517956,-0.3664620413191329,0.08664165822708869,0.04692205324045599,0.009933655200513813,8.0,8.0,9,-7.0,7.0,False,True,False
crypto,crypto_f1,crypto_lb24M_sk1M_q20,True,,2018-01-01,2020-12-31,2020-05-01,2020-12-31,245,245,2020-05-01,2020-12-31,-0.10677795858244521,-0.1548387808031093,0.39722463878061703,-0.22069283043584287,-0.22374813917394834,-0.34357741677100895,-0.45066635129371113,0.5755102040816327,3.826962109878171,245,2020-05-01,2020-12-31,-0.10907045689294248,-0.1580683363322385,0.3972255830760308,-0.23032653449140011,-0.23360291530145355,-0.3447196568562515,-0.4585416966754326,0.5755102040816327,3.826962109878171,-2.853685289535172,-0.10188453422074945,-0.07203127108400778,0.00322955552912918,16.0,16.0,2021-01-01,2021-12-31,2021-01-01,2021-12-31,365,365,2021-01-01,2021-12-31,0.8315957130848648,0.8315957130848648,0.4730101604660241,1.5074066980195844,2.445316573968541,-0.30370643066006886,2.7381564205851454,0.5013698630136987,5.480705379369736,365,2021-01-01,2021-12-31,0.8216558054600256,0.8216558054600256,0.47293676533627105,1.4960519684599993,2.4282067914549628,-0.3044066752091048,2.699204296014892,0.4986301369863014,5.480705379369736,-0.09879373571224681,0.10604617565742165,0.0618438888339449,0.009939907624839206,4.0,4.0,9,-12.0,12.0,False,True,False
crypto,crypto_f1,crypto_lb12M_sk0M_q30,True,,2018-01-01,2020-12-31,2020-05-01,2020-12-31,245,245,2020-05-01,2020-12-31,-0.07140176581632673,-0.1044907680333712,0.25184366273507264,-0.3125406132107792,-0.45745491356042484,-0.21880948138854484,-0.47754223158101927,0.5224489795918368,5.046588769488738,245,2020-05-01,2020-12-31,-0.07455216728665992,-0.1090132172922531,0.2519028246949065,-0.3325010811427021,-0.48714176999441666,-0.22043899061010397,-0.49452783734193173,0.5224489795918368,5.046588769488738,-3.371054201183565,0.0354974248516418,0.015914957708231692,0.0045224492588819,17.0,17.0,2021-01-01,2021-12-31,2021-01-01,2021-12-31,365,365,2021-01-01,2021-12-31,0.27211933769417174,0.27211933769417174,0.3308243199538767,0.8949868544478619,1.0672628581755788,-0.36754298298448673,0.7403741883045482,0.5287671232876713,4.737424515343205,365,2021-01-01,2021-12-31,0.266123353549059,0.266123353549059,0.33079405021906655,0.8807473797732686,1.0505489270109578,-0.3682511381175322,0.7226681088060134,0.5287671232876713,4.737424515343205,-0.5902724182384657,0.0679036291848598,0.02769806172876821,0.005995984145112709,11.0,11.0,9,-6.0,6.0,False,False,False
crypto,crypto_f1,crypto_lb6M_sk1M_q20,True,,2018-01-01,2020-12-31,2020-05-01,2020-12-31,245,245,2020-05-01,2020-12-31,-0.10456358615831896,-0.15171542792959614,0.33500936106642193,-0.3248691062935644,-0.551569374973341,-0.2765051851798427,-0.5486892689947872,0.4857142857142857,5.2455941848216385,245,2020-05-01,2020-12-31,-0.10771748030401573,-0.1561628230110611,0.33503601013274087,-0.3405000730197627,-0.5770324577035544,-0.2783185384919562,-0.5610938597810092,0.4816326530612245,5.2455941848216385,-3.2471110386326387,0.048505410039703,0.028923927969712094,0.0044473950814649665,18.0,18.0,2021-01-01,2021-12-31,2021-01-01,2021-12-31,365,365,2021-01-01,2021-12-31,1.2914195101827972,1.2914195101827972,0.4064303621621198,2.2423512551943645,3.6996375736750338,-0.29177019581820174,4.426152940540453,0.5561643835616439,6.786313299895664,365,2021-01-01,2021-12-31,1.276002647181842,1.276002647181842,0.40638039692179884,2.2259275454605754,3.675004261766816,-0.2926453262688907,4.360235864520232,0.5561643835616439,6.786313299895664,0.1267298583002194,0.13272406664038328,0.06650910950668423,0.015416863000955239,1.0,1.0,9,-17.0,17.0,False,True,False
crypto,crypto_f1,crypto_lb12M_sk1M_q30,True,,2018-01-01,2020-12-31,2020-05-01,2020-12-31,245,245,2020-05-01,2020-12-31,-0.073780387117928,-0.10790601139632994,0.24881003693069145,-0.33484598612280936,-0.4832759756595211,-0.22981953394966215,-0.46952497701942436,0.5387755102040817,4.912891395580676,245,2020-05-01,2020-12-31,-0.07684970270851665,-0.11230661422491062,0.24893345887950935,-0.3544157300750576,-0.51218805940541,-0.23111384600577933,-0.4859363303663867,0.5387755102040817,4.912891395580676,-3.1901674768178974,-0.1297021152007883,-0.057465333997911296,0.00440060282858068,19.0,19.0,2021-01-01,2021-12-31,2021-01-01,2021-12-31,365,365,2021-01-01,2021-12-31,0.59163406336799,0.59163406336799,0.350837453206337,1.499109906044769,2.2709306904245063,-0.22036458720350738,2.6847964587958684,0.5178082191780822,5.349810924191461,365,2021-01-01,2021-12-31,0.5831955015994017,0.5831955015994017,0.3507576671118536,1.484198748599082,2.248118301780887,-0.22125040797080742,2.6359070111922716,0.5178082191780822,5.349810924191461,-0.3191424649877192,0.06421970029995977,0.027776284409301757,0.00843856176858826,5.0,5.0,9,-14.0,14.0,False,True,False
crypto,crypto_f1,crypto_lb6M_sk1M_q10,True,,2018-01-01,2020-12-31,2020-05-01,2020-12-31,245,245,2020-05-01,2020-12-31,-0.16918233054691378,-0.2412827526470931,0.44709921657117485,-0.39642365713239974,-0.6809701931176861,-0.4099110767366072,-0.5886221825670057,0.4816326530612245,7.210104402786948,245,2020-05-01,2020-12-31,-0.17319324247334678,-0.24673317241602988,0.44708634362678157,-0.4125619437191727,-0.7089235156668507,-0.41175644874540407,-0.5992211492201526,0.4816326530612245,7.210104402786948,-3.0603304965690388,0.04499488188145975,0.03580388252108909,0.005450419768936787,20.0,20.0,2021-01-01,2021-12-31,2021-01-01,2021-12-31,365,365,2021-01-01,2021-12-31,0.5316671799955242,0.5316671799955242,0.6305205703080359,0.9801782156145201,1.5408944915923521,-0.4418803587101292,1.2031926052280015,0.5178082191780822,7.101298857907255,365,2021-01-01,2021-12-31,0.5209496434020944,0.5209496434020944,0.6304050287971341,0.969093203175365,1.5240778272200413,-0.44273471880533755,1.176663182882539,0.5150684931506849,7.101298857907255,-0.1938129382792226,0.14097845897097205,0.10959005146796023,0.010717536593429777,10.0,10.0,9,-10.0,10.0,False,False,False
crypto,crypto_f1,crypto_lb12M_sk1M_q10,True,,2018-01-01,2020-12-31,2020-05-01,2020-12-31,245,245,2020-05-01,2020-12-31,-0.19550679109125835,-0.27681796191393115,0.47284336648994274,-0.44867885505417526,-0.6246955457832577,-0.5273064907790105,-0.5249659671455535,0.46530612244897956,7.165812610310841,245,2020-05-01,2020-12-31,-0.1993773507961908,-0.2819953816102053,0.47287106022011743,-0.4638064186141742,-0.6464255919070659,-0.5293440490809705,-0.5327260825918347,0.46530612244897956,7.165812610310841,-2.879702932001157,-0.06713134031262227,-0.0564993767498516,0.005177419696274166,21.0,21.0,2021-01-01,2021-12-31,2021-01-01,2021-12-31,365,365,2021-01-01,2021-12-31,1.2881858482242934,1.2881858482242934,0.4926752970975483,1.9289784079862315,2.6804821003077173,-0.3651147829988516,3.5281667798927363,0.5287671232876713,6.334370741472377,365,2021-01-01,2021-12-31,1.2738366126187883,1.2738366126187883,0.492611797066044,1.9163683150311055,2.6638006561250207,-0.36609400295811034,3.4795342243411316,0.5287671232876713,6.334370741472377,0.17694720670358366,0.249783066787125,0.15172826949068688,0.01434923560550505,2.0,2.0,9,-19.0,19.0,False,True,False
